Geography,Timeframe,Week,Type,Average_Price,Total_Bulk_and_Bags_Units,4046_Units,4225_Units,4770_Units,TotalBagged_Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Total U.S.,Weekly,7/28/24 0:00,Conventional,1.185859517,42789084.72,21076493.26,7445936.96,947511.11,13319143.39,,,
Total U.S.,Weekly,7/21/24 0:00,Conventional,1.223821483,42087336.61,21010950.03,7287290.43,961094.84,12828001.31,,,
California,Weekly,8/11/24 0:00,Conventional,1.315939518,6932588.88,4295621.02,322419.15,714077.58,1600471.13,,,
California,Weekly,8/4/24 0:00,Conventional,1.3117738,6608227.68,4115280.49,354197.82,583004.96,1555744.41,,,
California,Weekly,7/28/24 0:00,Conventional,1.2840042,7019938.14,4513630.19,394709.48,617953,1493645.47,,,
California,Weekly,7/21/24 0:00,Conventional,1.332262973,6894202.86,4370289.1,359904.84,651794.76,1512214.16,,,
Great Lakes,Weekly,8/11/24 0:00,Conventional,1.175236503,4368354.67,1833909.76,1107177.31,62372.94,1364894.66,,,
Great Lakes,Weekly,8/4/24 0:00,Conventional,1.114121038,5091006.82,1852199.74,1484221.44,97719.8,1656865.85,,,
Great Lakes,Weekly,7/28/24 0:00,Conventional,1.064259128,5316752.19,1947984.84,1445583.16,116835.89,1806348.3,,,
Great Lakes,Weekly,7/21/24 0:00,Conventional,1.206623696,4326907.23,1875881.78,1022335.4,89822.4,1338867.65,,,
Midsouth,Weekly,8/11/24 0:00,Conventional,1.199356812,4612790.09,2132654.24,775203.53,3388.02,1701544.29,,,
Midsouth,Weekly,8/4/24 0:00,Conventional,1.199296997,4506183.78,2037732.72,804316.01,2903.22,1661231.83,,,
Midsouth,Weekly,7/28/24 0:00,Conventional,1.188648918,4570300.62,2060598.05,879460.18,1901.3,1628341.09,,,
Midsouth,Weekly,7/21/24 0:00,Conventional,1.206705194,4528974.51,1993599.15,838053.06,2073.83,1695248.47,,,
Northeast,Weekly,8/11/24 0:00,Conventional,1.219819075,5922155.64,1914641.48,1830411.4,15455.45,2161647.31,,,
Northeast,Weekly,8/4/24 0:00,Conventional,1.207581888,5981210.5,1868944.83,2053630.19,11919.22,2046716.25,,,
Northeast,Weekly,7/28/24 0:00,Conventional,1.192885097,6011483.99,1973984.55,2162815.29,9506.61,1865177.54,,,
Northeast,Weekly,7/21/24 0:00,Conventional,1.142356494,6653524.99,2200338.8,2494070.26,7232.57,1951883.37,,,
Plains,Weekly,8/11/24 0:00,Conventional,1.076207675,2463099.33,1206321.01,354692.49,54283.85,847801.98,,,
Plains,Weekly,8/4/24 0:00,Conventional,1.075653814,2389519.29,1171170.22,296678.49,72307.11,849363.48,,,
Plains,Weekly,7/28/24 0:00,Conventional,1.085300415,2387644.61,1279349.63,256770.89,52983.85,798540.24,,,
Plains,Weekly,7/21/24 0:00,Conventional,1.105415523,2380015.32,1236385.9,242840.47,64333.91,836455.04,,,
South Central,Weekly,8/11/24 0:00,Conventional,1.058844832,4978361.3,2599768.25,606823.05,7722.78,1764047.22,,,
South Central,Weekly,8/4/24 0:00,Conventional,1.00196631,5401815.74,3081192.24,749726.72,12961.66,1557935.13,,,
South Central,Weekly,7/28/24 0:00,Conventional,1.018855284,5015285.96,2601061.98,560635.84,15937.7,1837650.44,,,
South Central,Weekly,7/21/24 0:00,Conventional,1.044159783,4938784.93,2741763.05,576048.75,9181.11,1611792.02,,,
Southeast,Weekly,8/11/24 0:00,Conventional,1.181074975,6033350.89,3560711.62,247549.26,672.79,2224417.23,,,
Southeast,Weekly,8/4/24 0:00,Conventional,1.145673699,6060498.17,3501078.87,272829.35,878.63,2285711.32,,,
Southeast,Weekly,7/28/24 0:00,Conventional,1.162343897,6092903.07,3416179.93,374132,696.85,2301894.29,,,
Southeast,Weekly,7/21/24 0:00,Conventional,1.229958406,6058965.36,3360336.08,378833.86,454.61,2319340.81,,,
West,Weekly,8/11/24 0:00,Conventional,1.289015147,6843670.98,3564890.26,1357302.07,134404.9,1787073.75,,,
West,Weekly,8/4/24 0:00,Conventional,1.366684968,6584135.35,3335767.64,1510515.71,127003.33,1610848.67,,,
West,Weekly,7/28/24 0:00,Conventional,1.36210394,6374776.13,3283704.09,1371830.1,131695.91,1587546.03,,,
West,Weekly,7/21/24 0:00,Conventional,1.394815116,6305961.4,3232356.17,1375203.78,136201.65,1562199.8,,,
Albany,Weekly,8/11/24 0:00,Organic,1.534926924,6316.23,354.08,330.3,0,5631.85,,,
Albany,Weekly,8/4/24 0:00,Organic,1.555565376,6787.23,523.31,319.51,0,5944.41,,,
Albany,Weekly,7/28/24 0:00,Organic,1.516261766,6193.9,377.41,247.29,0,5569.2,,,
Albany,Weekly,7/21/24 0:00,Organic,1.462863657,6208.79,269.48,265.87,0,5673.44,,,
Atlanta,Weekly,8/11/24 0:00,Organic,1.916383358,40342.31,246.79,13263.43,0,26832.09,,,
Atlanta,Weekly,8/4/24 0:00,Organic,1.927429876,40074.26,285.03,13660.85,0,26128.38,,,
Atlanta,Weekly,7/28/24 0:00,Organic,1.901227458,37490.31,234.9,12460.81,0,24794.6,,,
Atlanta,Weekly,7/21/24 0:00,Organic,1.990375946,37746.72,231.05,12258.75,0,25256.91,,,
Baltimore/Washington,Weekly,8/11/24 0:00,Organic,1.52258394,102822.04,681.18,9118.23,2.04,93020.6,,,
Baltimore/Washington,Weekly,8/4/24 0:00,Organic,1.57008426,99761.42,417.25,8423.53,0,90920.64,,,
Baltimore/Washington,Weekly,7/28/24 0:00,Organic,1.582010498,88447.94,566.11,7717.23,0,80164.59,,,
Baltimore/Washington,Weekly,7/21/24 0:00,Organic,1.453732604,99455.7,582.13,7683.93,0,91189.64,,,
Birmingham/Montgomery,Weekly,8/11/24 0:00,Organic,1.573089532,15810.8,159.21,1080.8,0,14570.8,,,
Birmingham/Montgomery,Weekly,8/4/24 0:00,Organic,1.607733956,13044.47,119.91,856.22,0,12068.33,,,
Birmingham/Montgomery,Weekly,7/28/24 0:00,Organic,1.538314425,15647.64,410.3,688.02,0,14549.33,,,
Birmingham/Montgomery,Weekly,7/21/24 0:00,Organic,1.581439571,15095.01,130.27,731.5,0,14233.24,,,
Boise,Weekly,8/11/24 0:00,Organic,2.154399266,7070.36,12.86,3677.34,0,3380.17,,,
Boise,Weekly,8/4/24 0:00,Organic,2.288800994,8052.03,6.62,4791.65,0,3253.76,,,
Boise,Weekly,7/28/24 0:00,Organic,2.470581339,5530.6,2.21,3713.81,0,1814.58,,,
Boise,Weekly,7/21/24 0:00,Organic,2.424829333,7091.95,13.19,4426.04,0,2652.72,,,
Boston,Weekly,8/11/24 0:00,Organic,1.574918637,40913.79,313.15,929.44,0,39671.2,,,
Boston,Weekly,8/4/24 0:00,Organic,1.508303501,42298.35,425.87,826.99,0,41045.48,,,
Boston,Weekly,7/28/24 0:00,Organic,1.464040941,43498.07,486.64,777.04,0,42234.4,,,
Boston,Weekly,7/21/24 0:00,Organic,1.41108147,41087.94,352.98,754.78,0,39980.18,,,
Buffalo/Rochester,Weekly,8/11/24 0:00,Organic,1.455850919,21089.98,375.88,70.89,0,20643.2,,,
Buffalo/Rochester,Weekly,8/4/24 0:00,Organic,1.416205302,22112.89,373.54,85.37,0,21653.97,,,
Buffalo/Rochester,Weekly,7/28/24 0:00,Organic,1.286441664,20634.67,421.56,121.33,0,20091.78,,,
Buffalo/Rochester,Weekly,7/21/24 0:00,Organic,1.18213141,20195.91,429.13,84.94,0,19681.84,,,
Charlotte,Weekly,8/11/24 0:00,Organic,1.453225193,44225.88,119.18,3442.91,3.1,40660.7,,,
Charlotte,Weekly,8/4/24 0:00,Organic,1.533340067,42728.12,143.61,3489.95,4.13,39090.43,,,
Charlotte,Weekly,7/28/24 0:00,Organic,1.521308333,41644.64,160.59,3473.74,1.03,38009.27,,,
Charlotte,Weekly,7/21/24 0:00,Organic,1.54082223,39840.05,165.7,3397.38,4.13,36272.84,,,
Chicago,Weekly,8/11/24 0:00,Organic,1.470486305,96500.57,1058.85,38634.35,0,56807.37,,,
Chicago,Weekly,8/4/24 0:00,Organic,1.520017208,92388.14,983.94,40046.44,0,51357.76,,,
Chicago,Weekly,7/28/24 0:00,Organic,1.457879477,87063.6,682.36,25451.15,0,60930.09,,,
Chicago,Weekly,7/21/24 0:00,Organic,1.467855575,77859.8,850.57,22112.34,0,54896.88,,,
Cincinnati/Dayton,Weekly,8/11/24 0:00,Organic,1.963902836,29692.4,727.41,13180.38,0,15784.6,,,
Cincinnati/Dayton,Weekly,8/4/24 0:00,Organic,1.968974296,25870.59,792.86,11341.8,0,13735.93,,,
Cincinnati/Dayton,Weekly,7/28/24 0:00,Organic,2.020823677,25477.06,733.33,11656.68,0,13087.06,,,
Cincinnati/Dayton,Weekly,7/21/24 0:00,Organic,1.972127888,26856.98,673.87,11785.11,0,14398,,,
Columbus,Weekly,8/11/24 0:00,Organic,1.619333372,21833.2,1325.52,4673.72,0,15833.96,,,
Columbus,Weekly,8/4/24 0:00,Organic,1.746563429,20333.52,905.14,5732.15,0,13696.22,,,
Columbus,Weekly,7/28/24 0:00,Organic,1.80705003,17885.25,724.63,5480.4,0,11680.21,,,
Columbus,Weekly,7/21/24 0:00,Organic,1.741588586,22549.01,742.12,5786.57,0,16020.32,,,
Dallas/Ft. Worth,Weekly,8/11/24 0:00,Organic,1.370868544,63814.54,18979.2,540.42,0,44294.92,,,
Dallas/Ft. Worth,Weekly,8/4/24 0:00,Organic,1.394132982,59338.43,18370.67,431.35,0,40536.42,,,
Dallas/Ft. Worth,Weekly,7/28/24 0:00,Organic,1.392372306,52319.64,17554.22,413.79,0,34351.64,,,
Dallas/Ft. Worth,Weekly,7/21/24 0:00,Organic,1.336617878,60553.52,20088.68,441.93,0,40022.91,,,
Denver,Weekly,8/11/24 0:00,Organic,1.511732322,62859.08,32517.55,842.63,0,29498.91,,,
Denver,Weekly,8/4/24 0:00,Organic,1.52474232,62010.51,30887.61,835.67,0,30287.22,,,
Denver,Weekly,7/28/24 0:00,Organic,1.557913313,53303.54,26087.57,732.77,0,26483.2,,,
Denver,Weekly,7/21/24 0:00,Organic,1.528764202,54280.61,24123.9,982.16,0,29174.55,,,
Detroit,Weekly,8/11/24 0:00,Organic,1.694699605,27053.09,129.02,7151.62,0,19772.45,,,
Detroit,Weekly,8/4/24 0:00,Organic,1.693232058,25858.46,103.54,6782.96,0,18971.96,,,
Detroit,Weekly,7/28/24 0:00,Organic,1.714065099,27490.8,194.87,7332.84,0,19963.09,,,
Detroit,Weekly,7/21/24 0:00,Organic,1.732130459,29038.84,90.49,8142.57,0,20805.79,,,
Grand Rapids,Weekly,8/11/24 0:00,Organic,1.442004754,8849.39,51.49,410.76,0,8387.14,,,
Grand Rapids,Weekly,8/4/24 0:00,Organic,1.480739546,8196.71,89.18,535.21,0,7572.32,,,
Grand Rapids,Weekly,7/28/24 0:00,Organic,1.386843514,8381,93.21,510.03,0,7777.76,,,
Grand Rapids,Weekly,7/21/24 0:00,Organic,1.366569319,9603.7,45.63,491.88,0,9066.19,,,
Harrisburg/Scranton,Weekly,8/11/24 0:00,Organic,1.506788154,25863.86,402.72,420.46,0,25040.68,,,
Harrisburg/Scranton,Weekly,8/4/24 0:00,Organic,1.486203047,25204.46,361.61,479.5,0,24363.34,,,
Harrisburg/Scranton,Weekly,7/28/24 0:00,Organic,1.472024834,22690.57,331.6,432.19,0,21926.78,,,
Harrisburg/Scranton,Weekly,7/21/24 0:00,Organic,1.416384618,25182.59,550.07,567.97,0,24064.54,,,
Hartford/Springfield,Weekly,8/11/24 0:00,Organic,1.502902383,27657.86,549.38,235.45,0,26873.03,,,
Hartford/Springfield,Weekly,8/4/24 0:00,Organic,1.42031388,29264.98,513.19,235.87,0,28515.92,,,
Hartford/Springfield,Weekly,7/28/24 0:00,Organic,1.434226079,29492.09,473.59,193.94,0,28824.56,,,
Hartford/Springfield,Weekly,7/21/24 0:00,Organic,1.406878493,30002.33,522.76,181.04,0,29298.52,,,
Houston,Weekly,8/11/24 0:00,Organic,1.327325822,41293.66,16313.3,275.87,0,24704.48,,,
Houston,Weekly,8/4/24 0:00,Organic,1.33563226,35233.85,15450.92,161.26,0,19621.67,,,
Houston,Weekly,7/28/24 0:00,Organic,1.332906707,30304.47,13469.37,161.36,0,16673.74,,,
Houston,Weekly,7/21/24 0:00,Organic,1.337035181,31811.85,16253.75,287.44,0,15270.66,,,
Indianapolis,Weekly,8/11/24 0:00,Organic,1.653026729,16222.19,622.29,3813.22,0,11786.69,,,
Indianapolis,Weekly,8/4/24 0:00,Organic,1.732968989,14881.7,289.27,4404.98,0,10187.45,,,
Indianapolis,Weekly,7/28/24 0:00,Organic,1.680517044,17451.29,324.79,4199.13,0,12927.37,,,
Indianapolis,Weekly,7/21/24 0:00,Organic,1.755740443,16539.58,251.03,4360.58,0,11927.97,,,
Jacksonville,Weekly,8/11/24 0:00,Organic,1.932994183,11546.19,156.63,178.79,0,11210.77,,,
Jacksonville,Weekly,8/4/24 0:00,Organic,1.960093775,9983.81,194.45,157.93,0,9631.43,,,
Jacksonville,Weekly,7/28/24 0:00,Organic,1.919861713,10914.67,197.21,186.56,0,10530.91,,,
Jacksonville,Weekly,7/21/24 0:00,Organic,1.933060651,11295.59,165.58,188.19,0,10941.82,,,
Las Vegas,Weekly,8/11/24 0:00,Organic,1.573523221,26082.32,8425.99,3953.55,0,13702.78,,,
Las Vegas,Weekly,8/4/24 0:00,Organic,1.523458711,26070.59,7055.02,3812.56,0,15203,,,
Las Vegas,Weekly,7/28/24 0:00,Organic,1.625828235,24067.08,9677.14,4073.58,0,10316.37,,,
Las Vegas,Weekly,7/21/24 0:00,Organic,1.569322263,26877.4,8657.37,4055.38,0,14164.66,,,
Los Angeles,Weekly,8/11/24 0:00,Organic,1.901748558,162908.93,62887.51,21552.96,7.7,78460.76,,,
Los Angeles,Weekly,8/4/24 0:00,Organic,1.881595979,165013.56,61255.12,20829.67,0,82928.77,,,
Los Angeles,Weekly,7/28/24 0:00,Organic,1.843571479,163066.96,66068.74,18057.8,1.28,78939.13,,,
Los Angeles,Weekly,7/21/24 0:00,Organic,1.851612218,172228.17,67317.53,17047.94,0,87862.69,,,
Louisville,Weekly,8/11/24 0:00,Organic,1.84738692,10836.8,27.51,4164.68,0,6644.61,,,
Louisville,Weekly,8/4/24 0:00,Organic,1.86824964,10821.42,40.42,4122.52,0,6658.48,,,
Louisville,Weekly,7/28/24 0:00,Organic,1.854761938,11050.92,7.81,4122.93,0,6920.19,,,
Louisville,Weekly,7/21/24 0:00,Organic,1.948186083,9702.79,30.33,3625.68,0,6046.78,,,
Miami/Ft. Lauderdale,Weekly,8/11/24 0:00,Organic,1.559484001,75457.78,804.24,634.29,0,74019.26,,,
Miami/Ft. Lauderdale,Weekly,8/4/24 0:00,Organic,1.570478928,74559.41,781.91,653.14,0,73124.35,,,
Miami/Ft. Lauderdale,Weekly,7/28/24 0:00,Organic,1.547662582,72168.6,780.78,424.22,0,70963.6,,,
Miami/Ft. Lauderdale,Weekly,7/21/24 0:00,Organic,1.574843369,74035.22,838.93,550.2,0,72646.08,,,
Nashville,Weekly,8/11/24 0:00,Organic,1.827865879,24699.61,113.88,7505.45,0,17080.28,,,
Nashville,Weekly,8/4/24 0:00,Organic,1.839195056,22804.13,141.48,7025.96,0,15636.69,,,
Nashville,Weekly,7/28/24 0:00,Organic,1.845679758,21797.47,188.63,6729.88,0,14878.96,,,
Nashville,Weekly,7/21/24 0:00,Organic,1.899262601,22794.9,129.31,6511.14,0,16154.46,,,
Northern New England,Weekly,8/11/24 0:00,Organic,1.605439844,20333.85,2114.41,406.86,0,17812.57,,,
Northern New England,Weekly,8/4/24 0:00,Organic,1.607998905,22531.31,2831.51,325.98,0,19373.82,,,
Northern New England,Weekly,7/28/24 0:00,Organic,1.647937189,20927.91,3140.74,282.67,0,17504.5,,,
Northern New England,Weekly,7/21/24 0:00,Organic,1.592249902,20838.24,2382.58,203.91,0,18251.75,,,
New Orleans/Mobile,Weekly,8/11/24 0:00,Organic,1.382885707,13782.85,390.06,20.05,0,13372.74,,,
New Orleans/Mobile,Weekly,8/4/24 0:00,Organic,1.401481088,10911.7,310.4,38.47,0,10562.83,,,
New Orleans/Mobile,Weekly,7/28/24 0:00,Organic,1.396852184,11813,400.31,28.09,0,11384.6,,,
New Orleans/Mobile,Weekly,7/21/24 0:00,Organic,1.404354772,9701.68,457.79,38.41,0,9205.48,,,
New York,Weekly,8/11/24 0:00,Organic,1.673493186,134305.12,8263.75,13929.19,13.36,112098.82,,,
New York,Weekly,8/4/24 0:00,Organic,1.628655793,131690.11,7676.24,13687.85,65.7,110260.33,,,
New York,Weekly,7/28/24 0:00,Organic,1.582415245,130856.83,8107.37,11811.87,65.1,110872.49,,,
New York,Weekly,7/21/24 0:00,Organic,1.57709321,138314.59,8420.95,13415.92,50.49,116427.23,,,
Orlando,Weekly,8/11/24 0:00,Organic,1.855650811,28574.21,469.93,179.13,0,27925.15,,,
Orlando,Weekly,8/4/24 0:00,Organic,1.782368656,29812.42,424.55,235.52,0,29152.35,,,
Orlando,Weekly,7/28/24 0:00,Organic,1.78640108,30058.41,463.81,170.42,0,29424.19,,,
Orlando,Weekly,7/21/24 0:00,Organic,1.749550263,30582.07,414.59,186.27,0,29981.21,,,
Peoria/Springfield,Weekly,8/11/24 0:00,Organic,1.5182877,8736.46,258.87,1625.05,0,6852.54,,,
Peoria/Springfield,Weekly,8/4/24 0:00,Organic,1.551041931,8034.04,163.82,1785.79,0,6084.44,,,
Peoria/Springfield,Weekly,7/28/24 0:00,Organic,1.575357858,7340.86,124.62,1565.14,0,5651.11,,,
Peoria/Springfield,Weekly,7/21/24 0:00,Organic,1.537691378,8708.03,154.28,1539.46,0,7014.29,,,
Philadelphia,Weekly,8/11/24 0:00,Organic,1.561211793,43845.96,1680.63,3333.69,0,38831.65,,,
Philadelphia,Weekly,8/4/24 0:00,Organic,1.555942985,40641.01,1388.07,3137.89,0,36115.05,,,
Philadelphia,Weekly,7/28/24 0:00,Organic,1.555753194,36983.42,1762.82,2865.33,0,32355.27,,,
Philadelphia,Weekly,7/21/24 0:00,Organic,1.475775591,40198.68,1629.69,2746.92,0,35822.07,,,
Phoenix/Tucson,Weekly,8/11/24 0:00,Organic,1.50256399,43127.99,14229.3,7057.31,0,21841.38,,,
Phoenix/Tucson,Weekly,8/4/24 0:00,Organic,1.508808733,43957.11,14135.35,6866.33,0,22955.43,,,
Phoenix/Tucson,Weekly,7/28/24 0:00,Organic,1.551134398,40406.51,15169.72,7255.46,0,17981.33,,,
Phoenix/Tucson,Weekly,7/21/24 0:00,Organic,1.434120192,48959.07,14759.7,7134.97,0,27064.4,,,
Pittsburgh,Weekly,8/11/24 0:00,Organic,1.582265347,11874.24,1467.18,1.98,0,10405.08,,,
Pittsburgh,Weekly,8/4/24 0:00,Organic,1.550157323,10726.7,1224.57,2.97,0,9499.15,,,
Pittsburgh,Weekly,7/28/24 0:00,Organic,1.568617717,10097.07,1293.77,1.98,0,8801.32,,,
Pittsburgh,Weekly,7/21/24 0:00,Organic,1.634085108,10535.9,1485.98,4.95,0,9044.96,,,
Portland,Weekly,8/11/24 0:00,Organic,2.405042277,40158.59,47.98,24435.94,2.57,15672.1,,,
Portland,Weekly,8/4/24 0:00,Organic,2.474134973,42226.87,19.33,26335.95,3.85,15867.73,,,
Portland,Weekly,7/28/24 0:00,Organic,2.480182069,38235.51,17.39,24178.7,0,14039.43,,,
Portland,Weekly,7/21/24 0:00,Organic,2.44164554,40186.02,146.89,27087.01,0,12952.12,,,
Providence,Weekly,8/11/24 0:00,Organic,1.473949398,8512.49,15.25,8.54,0,8488.7,,,
Providence,Weekly,8/4/24 0:00,Organic,1.374618941,9589.91,10.58,9.07,0,9570.26,,,
Providence,Weekly,7/28/24 0:00,Organic,1.372529822,9666.37,34.81,7.28,0,9624.29,,,
Providence,Weekly,7/21/24 0:00,Organic,1.307869729,10570.46,23.15,6.08,0,10541.23,,,
Raleigh/Greensboro,Weekly,8/11/24 0:00,Organic,1.429487165,45190.46,480.82,2249.56,0,42460.08,,,
Raleigh/Greensboro,Weekly,8/4/24 0:00,Organic,1.482789708,46680.44,442.98,2576.56,1.02,43659.89,,,
Raleigh/Greensboro,Weekly,7/28/24 0:00,Organic,1.480060944,43965.18,501.05,2495.64,2.03,40966.47,,,
Raleigh/Greensboro,Weekly,7/21/24 0:00,Organic,1.473243713,43727.81,505.38,2182.44,0,41039.99,,,
Richmond/Norfolk,Weekly,8/11/24 0:00,Organic,1.475291746,31010.58,333.18,3586.43,0,27090.97,,,
Richmond/Norfolk,Weekly,8/4/24 0:00,Organic,1.578906276,29166.35,114.24,4288.54,0,24763.57,,,
Richmond/Norfolk,Weekly,7/28/24 0:00,Organic,1.528656969,30169.49,115.84,3799.25,0,26254.4,,,
Richmond/Norfolk,Weekly,7/21/24 0:00,Organic,1.553995383,30273.37,96.21,3953.42,0,26223.74,,,
Roanoke,Weekly,8/11/24 0:00,Organic,1.606611878,17542.1,328.79,3620.72,0,13592.59,,,
Roanoke,Weekly,8/4/24 0:00,Organic,1.633485611,17621.92,30.22,3803.4,0,13788.3,,,
Roanoke,Weekly,7/28/24 0:00,Organic,1.659889508,17330.53,43.46,3776.38,0,13510.68,,,
Roanoke,Weekly,7/21/24 0:00,Organic,1.723652445,17543.74,132.1,4285.23,0,13126.41,,,
Sacramento,Weekly,8/11/24 0:00,Organic,1.881391677,18836.75,5568.84,1497.75,0,11770.16,,,
Sacramento,Weekly,8/4/24 0:00,Organic,1.850919051,21546.38,6364.15,1551.27,0,13630.96,,,
Sacramento,Weekly,7/28/24 0:00,Organic,1.909368669,18649.51,6405.83,1273.48,0,10970.19,,,
Sacramento,Weekly,7/21/24 0:00,Organic,1.903930089,18348.2,6051.27,1475.58,0,10821.35,,,
San Diego,Weekly,8/11/24 0:00,Organic,1.993367782,27871.65,13079.01,2856.46,0,11936.18,,,
San Diego,Weekly,8/4/24 0:00,Organic,2.006365467,28470.07,12950.57,2336.27,0,13183.23,,,
San Diego,Weekly,7/28/24 0:00,Organic,1.841432227,32646.14,14777.69,2029.79,0,15838.65,,,
San Diego,Weekly,7/21/24 0:00,Organic,2.004431023,27587.98,13907.8,2107.36,0,11572.82,,,
San Francisco,Weekly,8/11/24 0:00,Organic,1.930373519,58583.45,21451.19,2460.56,0,34671.69,,,
San Francisco,Weekly,8/4/24 0:00,Organic,1.887654625,65141.96,23219.32,2577.02,0,39345.62,,,
San Francisco,Weekly,7/28/24 0:00,Organic,1.881510649,63555.32,24792.65,1973.1,0,36789.58,,,
San Francisco,Weekly,7/21/24 0:00,Organic,1.932958435,56952.67,23236.57,2252.71,0,31463.39,,,
Seattle,Weekly,8/11/24 0:00,Organic,3.093136827,53478.65,703.3,38087.77,8.65,14678.93,,,
Seattle,Weekly,8/4/24 0:00,Organic,3.0200497,55026.86,621.79,39201.76,84.68,15118.63,,,
Seattle,Weekly,7/28/24 0:00,Organic,3.044078266,52268.09,529.88,37654.79,48.7,14034.73,,,
Seattle,Weekly,7/21/24 0:00,Organic,2.891291473,79811.51,634.23,65667.42,17.3,13492.56,,,
South Carolina,Weekly,8/11/24 0:00,Organic,1.642097847,40812.83,437.07,4677.4,0,35698.36,,,
South Carolina,Weekly,8/4/24 0:00,Organic,1.683040762,42875.82,504.83,4691.88,1.07,37678.04,,,
South Carolina,Weekly,7/28/24 0:00,Organic,1.670856993,40694.02,538.82,4534.06,2.14,35619.01,,,
South Carolina,Weekly,7/21/24 0:00,Organic,1.691887923,41615.36,493.44,4660.33,0,36461.6,,,
Spokane,Weekly,8/11/24 0:00,Organic,2.553537775,5903.36,52.02,2988.75,0,2862.59,,,
Spokane,Weekly,8/4/24 0:00,Organic,2.592315,5794.43,54.59,3083.87,0,2655.96,,,
Spokane,Weekly,7/28/24 0:00,Organic,2.751239726,4689.1,86.29,2727.98,0,1874.83,,,
Spokane,Weekly,7/21/24 0:00,Organic,2.768364545,5023.64,87.09,3005.95,0,1930.6,,,
St. Louis,Weekly,8/11/24 0:00,Organic,1.505452741,17508.94,1766.06,1715.73,0,14027.15,,,
St. Louis,Weekly,8/4/24 0:00,Organic,1.547490598,15995.91,1574.79,1950.95,0,12470.17,,,
St. Louis,Weekly,7/28/24 0:00,Organic,1.45208578,14823.23,1518.91,1746.68,0,11557.64,,,
St. Louis,Weekly,7/21/24 0:00,Organic,1.416448074,15675,1549.96,1676.96,0,12448.08,,,
Syracuse,Weekly,8/11/24 0:00,Organic,1.473593845,8541.06,242.75,148.45,0,8149.85,,,
Syracuse,Weekly,8/4/24 0:00,Organic,1.417286604,8727.26,265.94,160.42,0,8300.91,,,
Syracuse,Weekly,7/28/24 0:00,Organic,1.32521701,7950.8,282.53,121.45,0,7546.82,,,
Syracuse,Weekly,7/21/24 0:00,Organic,1.251437932,7737.68,268.73,140.27,0,7328.69,,,
Tampa,Weekly,8/11/24 0:00,Organic,1.813213852,20879.42,466.48,198.55,0,20214.38,,,
Tampa,Weekly,8/4/24 0:00,Organic,1.786771115,21258.58,417.05,196.88,0,20644.65,,,
Tampa,Weekly,7/28/24 0:00,Organic,1.719580603,22747.71,508.75,171.89,0,22067.08,,,
Tampa,Weekly,7/21/24 0:00,Organic,1.664541803,22594.09,366.5,167.37,0,22060.21,,,
